gov,year,month,week,start_date,end_date,case,pop,area,density,density_log,precip,precip_scale,surf_wat,surf_wat_scale,temp,temp_scale,ndvi,ndvi_scale,petrol,petrol_center,food,food_center,exch_rate,exch_rate_center,econ_pc,attacks_3mo,attacks_3moCAT,ntl_mean,ntl_meanCAT,ntl_ratio,ntl_ratioCAT,recovery_ratio,mo_since_nadir,lat,lon
Abyan,2016,September,1,9/12/16,9/18/16,0,565146,16943,33.35572213,3.507229336,9.15,0.734926969,-0.203477578,-0.795567973,29.51,1.167471538,0.125832085,-0.586071654,185,-1.22755113,2282,-1.484743333,295,-1.537265102,-2.475556134,4,Intermediate,0.009749854,High,0.191885944,Medium,1.551656534,15,13.71268069,46.16408519
Abyan,2016,September,2,9/19/16,9/25/16,0,565407,16943,33.37112672,3.507691057,9.15,0.734926969,-0.204288256,-0.81221097,29.51,1.167471538,0.125613739,-0.588989461,185,-1.22755113,2282,-1.484743333,295,-1.537265102,-2.475556134,4,Intermediate,0.009749854,High,0.191885944,Medium,1.551656534,15,13.71268069,46.16408519
Abyan,2016,September,3,9/26/16,10/2/16,0,565667,16943,33.38647229,3.508150797,9.15,0.734926969,-0.209772703,-0.924805159,29.51,1.167471538,0.126330056,-0.579417155,185,-1.22755113,2282,-1.484743333,295,-1.537265102,-2.475556134,4,Intermediate,0.009749854,High,0.191885944,Medium,1.551656534,15,13.71268069,46.16408519
Abyan,2016,October,4,10/3/16,10/9/16,0,565919,16943,33.40134569,3.508596189,2.312,-0.725195189,-0.214003231,-1.011656736,25.86,0.386690967,0.126867294,-0.572237922,185,-1.22755113,2377,-1.3897099,300,-1.491084343,-2.391565517,4,Intermediate,0.014886595,Medium,0.248073945,Medium,2.369151619,16,13.71268069,46.16408519
Abyan,2016,October,5,10/10/16,10/16/16,0,566178,16943,33.41663224,3.509053747,2.312,-0.725195189,-0.216490793,-1.0627257,25.86,0.386690967,0.126265692,-0.580277266,185,-1.22755113,2377,-1.3897099,300,-1.491084343,-2.391565517,4,Intermediate,0.014886595,Medium,0.248073945,Medium,2.369151619,16,13.71268069,46.16408519
Abyan,2016,October,6,10/17/16,10/23/16,0,566428,16943,33.43138759,3.509495207,2.312,-0.725195189,-0.220552593,-1.146113338,25.86,0.386690967,0.124761687,-0.600375624,185,-1.22755113,2377,-1.3897099,300,-1.491084343,-2.391565517,4,Intermediate,0.014886595,Medium,0.248073945,Medium,2.369151619,16,13.71268069,46.16408519
Abyan,2016,October,7,10/24/16,10/30/16,0,566690,16943,33.44685121,3.509957648,2.312,-0.725195189,-0.218575143,-1.105516833,25.86,0.386690967,0.124761687,-0.600375624,185,-1.22755113,2377,-1.3897099,300,-1.491084343,-2.391565517,2,Intermediate,0.014886595,Medium,0.248073945,Medium,2.369151619,16,13.71268069,46.16408519
Abyan,2016,October,8,10/31/16,11/6/16,0,566951,16943,33.4622558,3.510418111,2.312,-0.725195189,-0.217529782,-1.084055859,25.86,0.386690967,0.121640135,-0.642089627,185,-1.22755113,2377,-1.3897099,300,-1.491084343,-2.391565517,2,Intermediate,0.014886595,Medium,0.248073945,Medium,2.369151619,16,13.71268069,46.16408519
Abyan,2016,November,9,11/7/16,11/13/16,0,567211,16943,33.47760137,3.510876599,1.2825,-0.945024928,-0.213898217,-1.009500828,23.25,-0.171620619,0.121640135,-0.642089627,185,-1.22755113,2415,-1.351696527,300,-1.491084343,-2.36923448,2,Intermediate,0.013375788,High,0.207732551,Medium,2.128711757,17,13.71268069,46.16408519
Abyan,2016,November,10,11/14/16,11/20/16,0,567471,16943,33.49294694,3.511334878,1.2825,-0.945024928,-0.213340117,-0.998043188,23.25,-0.171620619,0.118615545,-0.682507905,185,-1.22755113,2415,-1.351696527,300,-1.491084343,-2.36923448,0,Low,0.013375788,High,0.207732551,Medium,2.128711757,17,13.71268069,46.16408519
Abyan,2016,November,11,11/21/16,11/27/16,0,567734,16943,33.50846957,3.51179823,1.2825,-0.945024928,-0.209815731,-0.925688512,23.25,-0.171620619,0.117405709,-0.698675216,185,-1.22755113,2415,-1.351696527,300,-1.491084343,-2.36923448,0,Low,0.013375788,High,0.207732551,Medium,2.128711757,17,13.71268069,46.16408519
Abyan,2016,November,12,11/28/16,12/4/16,0,567993,16943,33.52375612,3.512254325,1.2825,-0.945024928,-0.209671914,-0.922735989,23.25,-0.171620619,0.116684238,-0.708316396,185,-1.22755113,2415,-1.351696527,300,-1.491084343,-2.36923448,0,Low,0.013375788,High,0.207732551,Medium,2.128711757,17,13.71268069,46.16408519
Abyan,2016,December,13,12/5/16,12/11/16,1,568256,16943,33.53927876,3.512717252,0.83,-1.041647519,-0.213755003,-1.006560684,21.92,-0.456124224,0.115722276,-0.721171311,190,-1.182621042,2388,-1.378706029,315,-1.352542066,-2.277119025,0,Low,0.021971135,Medium,0.338015153,Intermediate,3.496632377,18,13.71268069,46.16408519
Abyan,2016,December,14,12/12/16,12/18/16,0,568519,16943,33.55480139,3.513179965,0.83,-1.041647519,-0.215761426,-1.047751996,21.92,-0.456124224,0.115396708,-0.725521949,190,-1.182621042,2388,-1.378706029,315,-1.352542066,-2.277119025,0,Low,0.021971135,Medium,0.338015153,Intermediate,3.496632377,18,13.71268069,46.16408519
Abyan,2016,December,15,12/19/16,12/25/16,0,568777,16943,33.57002892,3.513633672,0.83,-1.041647519,-0.216826048,-1.069608393,21.92,-0.456124224,0.113443302,-0.751625754,190,-1.182621042,2388,-1.378706029,315,-1.352542066,-2.277119025,0,Low,0.021971135,Medium,0.338015153,Intermediate,3.496632377,18,13.71268069,46.16408519
Abyan,2016,December,16,12/26/16,1/1/17,0,569041,16943,33.58561058,3.514097719,0.83,-1.041647519,-0.209631073,-0.921897534,21.92,-0.456124224,0.113443302,-0.751625754,190,-1.182621042,2388,-1.378706029,315,-1.352542066,-2.277119025,0,Low,0.021971135,Medium,0.338015153,Intermediate,3.496632377,18,13.71268069,46.16408519
Abyan,2017,January,17,1/2/17,1/8/17,0,569295,16943,33.60060202,3.514543984,0.744,-1.06001115,-0.213637012,-1.004138361,21.94,-0.451845974,0.113296623,-0.753585859,186,-1.218565113,2503,-1.263665558,330,-1.213999789,-2.143843715,1,Intermediate,0.020914475,Medium,0.44819847,Intermediate,3.328468486,19,13.71268069,46.16408519
Abyan,2017,January,18,1/9/17,1/15/17,0,569550,16943,33.61565248,3.514991806,0.744,-1.06001115,-0.216198059,-1.056715952,21.94,-0.451845974,0.113296623,-0.753585859,186,-1.218565113,2503,-1.263665558,330,-1.213999789,-2.143843715,1,Intermediate,0.020914475,Medium,0.44819847,Intermediate,3.328468486,19,13.71268069,46.16408519
Abyan,2017,January,19,1/16/17,1/22/17,0,569808,16943,33.63088001,3.515444693,0.744,-1.06001115,-0.216567708,-1.064304744,21.94,-0.451845974,0.110950027,-0.78494395,186,-1.218565113,2503,-1.263665558,330,-1.213999789,-2.143843715,1,Intermediate,0.020914475,Medium,0.44819847,Intermediate,3.328468486,19,13.71268069,46.16408519
Abyan,2017,January,20,1/23/17,1/29/17,0,570071,16943,33.64640264,3.515906145,0.744,-1.06001115,-0.200473307,-0.733891115,21.94,-0.451845974,0.10919008,-0.808462519,186,-1.218565113,2503,-1.263665558,330,-1.213999789,-2.143843715,1,Intermediate,0.020914475,Medium,0.44819847,Intermediate,3.328468486,19,13.71268069,46.16408519
Abyan,2017,January,21,1/30/17,2/5/17,0,570331,16943,33.66174821,3.516362125,0.744,-1.06001115,-0.180315715,-0.320061292,21.94,-0.451845974,0.107937813,-0.825196845,186,-1.218565113,2503,-1.263665558,330,-1.213999789,-2.143843715,1,Intermediate,0.020914475,Medium,0.44819847,Intermediate,3.328468486,19,13.71268069,46.16408519
Abyan,2017,February,22,2/6/17,2/12/17,0,570569,16943,33.67579531,3.516779339,1.6775,-0.860680346,-0.185038984,-0.417028707,22.81,-0.265742112,0.104807145,-0.867032668,329,0.066435426,2576,-1.190639867,340,-1.121638272,-1.372713939,1,Intermediate,0.027866013,Medium,0.535459767,Low,4.434782422,20,13.71268069,46.16408519
Abyan,2017,February,23,2/13/17,2/19/17,0,570833,16943,33.69137697,3.517241928,1.6775,-0.860680346,-0.199670084,-0.717401168,22.81,-0.265742112,0.104807145,-0.867032668,329,0.066435426,2576,-1.190639867,340,-1.121638272,-1.372713939,1,Intermediate,0.027866013,Medium,0.535459767,Low,4.434782422,20,13.71268069,46.16408519
Abyan,2017,February,24,2/20/17,2/26/17,0,571097,16943,33.70695863,3.517704304,1.6775,-0.860680346,-0.211040347,-0.950829542,22.81,-0.265742112,0.106543265,-0.843832505,329,0.066435426,2576,-1.190639867,340,-1.121638272,-1.372713939,1,Intermediate,0.027866013,Medium,0.535459767,Low,4.434782422,20,13.71268069,46.16408519
Abyan,2017,February,25,2/27/17,3/5/17,0,571350,16943,33.72189105,3.518147213,1.6775,-0.860680346,-0.215227888,-1.036798608,22.81,-0.265742112,0.106543265,-0.843832505,329,0.066435426,2576,-1.190639867,340,-1.121638272,-1.372713939,3,Intermediate,0.027866013,Medium,0.535459767,Low,4.434782422,20,13.71268069,46.16408519
Abyan,2017,March,26,3/6/17,3/12/17,0,571600,16943,33.7366464,3.518584677,3.825,-0.40212341,-0.212438712,-0.979537591,25.33,0.27331735,0.10474022,-0.867927001,206,-1.038844758,2400,-1.366701806,342.5,-1.098547892,-2.03999234,3,Intermediate,0.031618162,Intermediate,0.597865315,Low,5.031924339,21,13.71268069,46.16408519
Abyan,2017,March,27,3/13/17,3/19/17,0,571864,16943,33.75222806,3.519046432,3.825,-0.40212341,-0.205785767,-0.842954459,25.33,0.27331735,0.104019002,-0.8775648,206,-1.038844758,2400,-1.366701806,342.5,-1.098547892,-2.03999234,3,Intermediate,0.031618162,Intermediate,0.597865315,Low,5.031924339,21,13.71268069,46.16408519
Abyan,2017,March,28,3/20/17,3/26/17,0,572128,16943,33.76780971,3.519507973,3.825,-0.40212341,-0.197794436,-0.67889463,25.33,0.27331735,0.105252012,-0.861087809,206,-1.038844758,2400,-1.366701806,342.5,-1.098547892,-2.03999234,3,Intermediate,0.031618162,Intermediate,0.597865315,Low,5.031924339,21,13.71268069,46.16408519
Abyan,2017,March,29,3/27/17,4/2/17,NA,572392,16943,33.78339137,3.519969302,3.825,-0.40212341,-0.201851797,-0.762191136,25.33,0.27331735,0.106896025,-0.839118493,206,-1.038844758,2400,-1.366701806,342.5,-1.098547892,-2.03999234,3,Intermediate,0.031618162,Intermediate,0.597865315,Low,5.031924339,21,13.71268069,46.16408519
Abyan,2017,April,30,4/3/17,4/9/17,NA,572650,16943,33.7986189,3.520419941,5.5175,-0.04072289,-0.22343268,-1.205240732,26.63,0.551403581,0.106430273,-0.845342442,195,-1.137690953,2348,-1.418720106,360,-0.936915236,-2.023664984,2,Intermediate,0.031220786,Intermediate,0.636040484,Low,4.968683283,22,13.71268069,46.16408519
Abyan,2017,April,31,4/10/17,4/16/17,NA,572913,16943,33.81414153,3.520879103,5.5175,-0.04072289,-0.211102497,-0.952105465,26.63,0.551403581,0.10363576,-0.882686149,195,-1.137690953,2348,-1.418720106,360,-0.936915236,-2.023664984,2,Intermediate,0.031220786,Intermediate,0.636040484,Low,4.968683283,22,13.71268069,46.16408519
Abyan,2017,April,32,4/17/17,4/23/17,NA,573177,16943,33.82972319,3.5213398,5.5175,-0.04072289,-0.211447201,-0.959182143,26.63,0.551403581,0.10363576,-0.882686149,195,-1.137690953,2348,-1.418720106,360,-0.936915236,-2.023664984,2,Intermediate,0.031220786,Intermediate,0.636040484,Low,4.968683283,22,13.71268069,46.16408519
Abyan,2017,April,33,4/24/17,4/30/17,164,573443,16943,33.84542289,3.521803773,5.5175,-0.04072289,-0.20814081,-0.891302845,26.63,0.551403581,0.101191955,-0.915343267,195,-1.137690953,2348,-1.418720106,360,-0.936915236,-2.023664984,2,Intermediate,0.031220786,Intermediate,0.636040484,Low,4.968683283,22,13.71268069,46.16408519
Abyan,2017,May,34,5/1/17,5/7/17,288,573708,16943,33.86106357,3.522265787,5.914,0.043941988,-0.196705401,-0.656537041,28.73,1.000619799,0.100784655,-0.920786108,243,-0.706362101,3117,-0.649449476,350,-1.029276754,-1.402546948,2,Intermediate,0.013965484,High,0.287199762,Medium,2.222559896,23,13.71268069,46.16408519
Abyan,2017,May,35,5/8/17,5/14/17,288,573974,16943,33.87676327,3.52272933,5.914,0.043941988,-0.19370475,-0.594934501,28.73,1.000619799,0.105774487,-0.854105858,243,-0.706362101,3117,-0.649449476,350,-1.029276754,-1.402546948,2,Intermediate,0.013965484,High,0.287199762,Medium,2.222559896,23,13.71268069,46.16408519
Abyan,2017,May,36,5/15/17,5/21/17,288,574239,16943,33.89240394,3.523190917,5.914,0.043941988,-0.19828011,-0.688865384,28.73,1.000619799,0.10951686,-0.804095684,243,-0.706362101,3117,-0.649449476,350,-1.029276754,-1.402546948,2,Intermediate,0.013965484,High,0.287199762,Medium,2.222559896,23,13.71268069,46.16408519
Abyan,2017,May,37,5/22/17,5/28/17,362,574505,16943,33.90810364,3.523654031,5.914,0.043941988,-0.201558493,-0.756169686,28.73,1.000619799,0.109992621,-0.797737983,243,-0.706362101,3117,-0.649449476,350,-1.029276754,-1.402546948,2,Intermediate,0.013965484,High,0.287199762,Medium,2.222559896,23,13.71268069,46.16408519
Abyan,2017,May,38,5/29/17,6/4/17,277,574771,16943,33.92380334,3.524116931,5.914,0.043941988,-0.195972126,-0.641483107,28.73,1.000619799,0.111182021,-0.781843762,243,-0.706362101,3117,-0.649449476,350,-1.029276754,-1.402546948,0,Low,0.013965484,High,0.287199762,Medium,2.222559896,23,13.71268069,46.16408519
Abyan,2017,June,39,6/5/17,6/11/17,494,575037,16943,33.93950304,3.524579617,5.4225,-0.061008296,-0.184489084,-0.405739411,30.78,1.439140394,0.111182021,-0.781843762,259,-0.562585816,3173,-0.593429769,355,-0.983095995,-1.266296886,0,Low,0.020170668,Medium,0.450704359,Intermediate,3.210094099,24,13.71268069,46.16408519
Abyan,2017,June,40,6/12/17,6/18/17,641,575301,16943,33.9550847,3.525038613,5.4225,-0.061008296,-0.203456917,-0.795143809,30.78,1.439140394,0.109287661,-0.807158522,259,-0.562585816,3173,-0.593429769,355,-0.983095995,-1.266296886,0,Low,0.020170668,Medium,0.450704359,Intermediate,3.210094099,24,13.71268069,46.16408519
Abyan,2017,June,41,6/19/17,6/25/17,567,575567,16943,33.97078439,3.525500873,5.4225,-0.061008296,-0.19395071,-0.599983992,30.78,1.439140394,0.109287661,-0.807158522,259,-0.562585816,3173,-0.593429769,355,-0.983095995,-1.266296886,0,Low,0.020170668,Medium,0.450704359,Intermediate,3.210094099,24,13.71268069,46.16408519
Abyan,2017,June,42,6/26/17,7/2/17,1505,575834,16943,33.98654312,3.525964656,5.4225,-0.061008296,-0.179050096,-0.294078482,30.78,1.439140394,0.096656458,-0.975952136,259,-0.562585816,3173,-0.593429769,355,-0.983095995,-1.266296886,0,Low,0.020170668,Medium,0.450704359,Intermediate,3.210094099,24,13.71268069,46.16408519
Abyan,2017,July,43,7/3/17,7/9/17,2255,576095,16943,34.00194771,3.526417809,4.394,-0.280624505,-0.127918052,0.755648327,30.87,1.458392517,0.091603977,-1.043469578,321,-0.005452716,3013,-0.753486076,NA,NA,NA,0,Low,0.020598612,Medium,0.372193685,Intermediate,3.27819995,25,13.71268069,46.16408519
Abyan,2017,July,44,7/10/17,7/16/17,2109,576362,16943,34.01770643,3.526881166,4.394,-0.280624505,-0.127090604,0.772635607,30.87,1.458392517,0.093495709,-1.018189937,321,-0.005452716,3013,-0.753486076,NA,NA,NA,0,Low,0.020598612,Medium,0.372193685,Intermediate,3.27819995,25,13.71268069,46.16408519
Abyan,2017,July,45,7/17/17,7/23/17,2071,576619,16943,34.03287493,3.527326967,4.394,-0.280624505,-0.16459874,0.002603884,30.87,1.458392517,0.096018018,-0.984483753,321,-0.005452716,3013,-0.753486076,NA,NA,NA,0,Low,0.020598612,Medium,0.372193685,Intermediate,3.27819995,25,13.71268069,46.16408519
Abyan,2017,July,46,7/24/17,7/30/17,1974,576886,16943,34.04863365,3.527789904,4.394,-0.280624505,-0.153761382,0.225091865,30.87,1.458392517,0.097538632,-0.964163446,321,-0.005452716,3013,-0.753486076,NA,NA,NA,0,Low,0.020598612,Medium,0.372193685,Intermediate,3.27819995,25,13.71268069,46.16408519
Abyan,2017,July,47,7/31/17,8/6/17,1791,577153,16943,34.06439237,3.528252627,4.394,-0.280624505,-0.196649423,-0.655387828,30.87,1.458392517,0.106662316,-0.842241599,321,-0.005452716,3013,-0.753486076,NA,NA,NA,0,Low,0.020598612,Medium,0.372193685,Intermediate,3.27819995,25,13.71268069,46.16408519
Abyan,2017,August,48,8/7/17,8/13/17,1574,577397,16943,34.0787936,3.528675302,6.96,0.267294982,-0.183507305,-0.385583758,29.99,1.270149531,0.106662316,-0.842241599,265,-0.50866971,2978,-0.788498394,370,-0.844553718,-1.268209487,0,Low,0.024757053,Medium,0.402742702,Intermediate,3.940001875,26,13.71268069,46.16408519
Abyan,2017,August,49,8/14/17,8/20/17,1477,577657,16943,34.09413917,3.529125498,6.96,0.267294982,-0.19744365,-0.67169309,29.99,1.270149531,0.111137189,-0.782442862,265,-0.50866971,2978,-0.788498394,370,-0.844553718,-1.268209487,0,Low,0.024757053,Medium,0.402742702,Intermediate,3.940001875,26,13.71268069,46.16408519
Abyan,2017,August,50,8/21/17,8/27/17,1445,577917,16943,34.10948474,3.52957549,6.96,0.267294982,-0.197456325,-0.671953304,29.99,1.270149531,0.111883001,-0.772476408,265,-0.50866971,2978,-0.788498394,370,-0.844553718,-1.268209487,0,Low,0.024757053,Medium,0.402742702,Intermediate,3.940001875,26,13.71268069,46.16408519
Abyan,2017,August,51,8/28/17,9/3/17,1264,578180,16943,34.12500738,3.53003047,6.96,0.267294982,-0.191927487,-0.55844778,29.99,1.270149531,0.114543209,-0.736927449,265,-0.50866971,2978,-0.788498394,370,-0.844553718,-1.268209487,0,Low,0.024757053,Medium,0.402742702,Intermediate,3.940001875,26,13.71268069,46.16408519
Abyan,2017,September,52,9/4/17,9/10/17,1408,578448,16943,34.14082512,3.530493886,6.8625,0.24647575,-0.191991677,-0.559765583,29.41,1.146080289,0.116538365,-0.71026573,330,0.075421444,2967,-0.799502265,373,-0.816845263,-0.952364724,0,Low,0.016361205,Medium,0.32200331,Intermediate,2.603830851,27,13.71268069,46.16408519
Abyan,2017,September,53,9/11/17,9/17/17,1354,578715,16943,34.15658384,3.530955359,6.8625,0.24647575,-0.197314381,-0.669039233,29.41,1.146080289,0.116686863,-0.708281317,330,0.075421444,2967,-0.799502265,373,-0.816845263,-0.952364724,2,Intermediate,0.016361205,Medium,0.32200331,Intermediate,2.603830851,27,13.71268069,46.16408519
Abyan,2017,September,54,9/18/17,9/24/17,1145,578969,16943,34.17157528,3.531394166,6.8625,0.24647575,-0.198491184,-0.693198675,29.41,1.146080289,0.117058109,-0.703320273,330,0.075421444,2967,-0.799502265,373,-0.816845263,-0.952364724,2,Intermediate,0.016361205,Medium,0.32200331,Intermediate,2.603830851,27,13.71268069,46.16408519
Abyan,2017,September,55,9/25/17,10/1/17,581,579236,16943,34.187334,3.531855225,6.8625,0.24647575,-0.196067528,-0.643441684,29.41,1.146080289,0.117058109,-0.703320273,330,0.075421444,2967,-0.799502265,373,-0.816845263,-0.952364724,2,Intermediate,0.016361205,Medium,0.32200331,Intermediate,2.603830851,27,13.71268069,46.16408519
Abyan,2017,October,56,10/2/17,10/8/17,507,579504,16943,34.20315174,3.532317796,2.312,-0.725195189,-0.215534396,-1.043091133,25.81,0.375995343,0.117012428,-0.703930719,253,-0.616501923,2975,-0.79149945,390,-0.659830683,-1.213703968,2,Intermediate,0.026308349,Medium,0.438408912,Intermediate,4.186885425,28,13.71268069,46.16408519
Abyan,2017,October,57,10/9/17,10/15/17,303,579757,16943,34.21808416,3.532754281,2.312,-0.725195189,-0.212092884,-0.972437837,25.81,0.375995343,0.117012428,-0.703930719,253,-0.616501923,2975,-0.79149945,390,-0.659830683,-1.213703968,2,Intermediate,0.026308349,Medium,0.438408912,Intermediate,4.186885425,28,13.71268069,46.16408519
Abyan,2017,October,58,10/16/17,10/22/17,213,580025,16943,34.23390191,3.533216437,2.312,-0.725195189,-0.212475247,-0.980287645,25.81,0.375995343,0.114092182,-0.742954625,253,-0.616501923,2975,-0.79149945,390,-0.659830683,-1.213703968,2,Intermediate,0.026308349,Medium,0.438408912,Intermediate,4.186885425,28,13.71268069,46.16408519
Abyan,2017,October,59,10/23/17,10/29/17,119,580292,16943,34.24966063,3.533676656,2.312,-0.725195189,-0.211327659,-0.956727979,25.81,0.375995343,0.112924084,-0.758564181,253,-0.616501923,2975,-0.79149945,390,-0.659830683,-1.213703968,2,Intermediate,0.026308349,Medium,0.438408912,Intermediate,4.186885425,28,13.71268069,46.16408519
Abyan,2017,October,60,10/30/17,11/5/17,120,580548,16943,34.26477011,3.534117716,2.312,-0.725195189,-0.214171636,-1.015114045,25.81,0.375995343,0.112978706,-0.757834255,253,-0.616501923,2975,-0.79149945,390,-0.659830683,-1.213703968,2,Intermediate,0.026308349,Medium,0.438408912,Intermediate,4.186885425,28,13.71268069,46.16408519
Abyan,2017,November,61,11/6/17,11/12/17,77,580816,16943,34.28058785,3.534579242,1.2825,-0.945024928,-0.218565673,-1.105322417,23.5,-0.118142497,0.113051536,-0.756861012,293,-0.257061213,3038,-0.728477278,419,-0.391982281,-0.825390562,2,Intermediate,0.012532797,High,0.194640487,Medium,1.99455257,29,13.71268069,46.16408519
Abyan,2017,November,62,11/13/17,11/19/17,41,581082,16943,34.29628755,3.535037114,1.2825,-0.945024928,-0.215578936,-1.044005527,23.5,-0.118142497,0.112527125,-0.763868834,293,-0.257061213,3038,-0.728477278,419,-0.391982281,-0.825390562,2,Intermediate,0.012532797,High,0.194640487,Medium,1.99455257,29,13.71268069,46.16408519
Abyan,2017,November,63,11/20/17,11/26/17,55,581350,16943,34.31210529,3.535498216,1.2825,-0.945024928,-0.211577012,-0.961847127,23.5,-0.118142497,0.109380659,-0.805915769,293,-0.257061213,3038,-0.728477278,419,-0.391982281,-0.825390562,2,Intermediate,0.012532797,High,0.194640487,Medium,1.99455257,29,13.71268069,46.16408519
Abyan,2017,November,64,11/27/17,12/3/17,64,581618,16943,34.32792304,3.535959106,1.2825,-0.945024928,-0.211928762,-0.969068458,23.5,-0.118142497,0.109380659,-0.805915769,293,-0.257061213,3038,-0.728477278,419,-0.391982281,-0.825390562,2,Intermediate,0.012532797,High,0.194640487,Medium,1.99455257,29,13.71268069,46.16408519
Abyan,2017,December,65,12/4/17,12/10/17,37,581887,16943,34.3437998,3.536421502,0.83,-1.041647519,-0.212498321,-0.980761348,21.38,-0.571636966,0.108183652,-0.821911643,323,0.01251932,3250,-0.51640267,441,-0.188786942,-0.43593056,2,Intermediate,0.034661141,Intermediate,0.533244681,Low,5.516204232,30,13.71268069,46.16408519
Abyan,2017,December,66,12/11/17,12/17/17,25,582156,16943,34.35967656,3.536883684,0.83,-1.041647519,-0.211614604,-0.962618881,21.38,-0.571636966,0.107984151,-0.82457762,323,0.01251932,3250,-0.51640267,441,-0.188786942,-0.43593056,0,Low,0.034661141,Intermediate,0.533244681,Low,5.516204232,30,13.71268069,46.16408519
Abyan,2017,December,67,12/18/17,12/24/17,11,582425,16943,34.37555333,3.537345653,0.83,-1.041647519,-0.213639819,-1.004195988,21.38,-0.571636966,0.107731103,-0.827959157,323,0.01251932,3250,-0.51640267,441,-0.188786942,-0.43593056,0,Low,0.034661141,Intermediate,0.533244681,Low,5.516204232,30,13.71268069,46.16408519
Abyan,2017,December,68,12/25/17,12/31/17,1,582694,16943,34.39143009,3.537807408,0.83,-1.041647519,-0.214530806,-1.022487706,21.38,-0.571636966,0.107541318,-0.830495297,323,0.01251932,3250,-0.51640267,441,-0.188786942,-0.43593056,0,Low,0.034661141,Intermediate,0.533244681,Low,5.516204232,30,13.71268069,46.16408519
Abyan,2018,January,69,1/1/18,1/7/18,0,582964,16943,34.40736587,3.538270666,0.744,-1.06001115,-0.211082236,-0.951689512,20.87,-0.680732333,0.106544002,-0.843822656,325,0.030491355,3614,-0.15227457,454,-0.068716969,-0.139401601,0,Low,0.026591097,Medium,0.569848824,Low,4.23188382,31,13.71268069,46.16408519
Abyan,2018,January,70,1/8/18,1/14/18,0,583234,16943,34.42330166,3.538733709,0.744,-1.06001115,-0.205591021,-0.838956377,20.87,-0.680732333,0.104050711,-0.877141066,325,0.030491355,3614,-0.15227457,454,-0.068716969,-0.139401601,0,Low,0.026591097,Medium,0.569848824,Low,4.23188382,31,13.71268069,46.16408519
Abyan,2018,January,71,1/15/18,1/21/18,0,583504,16943,34.43923744,3.539196538,0.744,-1.06001115,-0.205941948,-0.846160812,20.87,-0.680732333,0.104050711,-0.877141066,325,0.030491355,3614,-0.15227457,454,-0.068716969,-0.139401601,0,Low,0.026591097,Medium,0.569848824,Low,4.23188382,31,13.71268069,46.16408519
Abyan,2018,January,72,1/22/18,1/28/18,0,583774,16943,34.45517323,3.539659153,0.744,-1.06001115,-0.207829238,-0.884906357,20.87,-0.680732333,0.102714428,-0.894998117,325,0.030491355,3614,-0.15227457,454,-0.068716969,-0.139401601,0,Low,0.026591097,Medium,0.569848824,Low,4.23188382,31,13.71268069,46.16408519
Abyan,2018,January,73,1/29/18,2/4/18,0,584044,16943,34.47110901,3.540121553,0.744,-1.06001115,-0.199301404,-0.709832269,20.87,-0.680732333,0.102714428,-0.894998117,325,0.030491355,3614,-0.15227457,454,-0.068716969,-0.139401601,0,Low,0.026591097,Medium,0.569848824,Low,4.23188382,31,13.71268069,46.16408519
Abyan,2018,February,74,2/5/18,2/11/18,2,584314,16943,34.4870448,3.54058374,1.6775,-0.860680346,-0.206672742,-0.861163812,23.8,-0.053968752,0.102504474,-0.897803779,314,-0.06835484,3599,-0.167279849,474,0.116006066,-0.087249354,0,Low,0.041896574,Intermediate,0.80506421,Low,6.667699104,32,13.71268069,46.16408519
Abyan,2018,February,75,2/12/18,2/18/18,0,584585,16943,34.5030396,3.541047425,1.6775,-0.860680346,-0.208747993,-0.903768145,23.8,-0.053968752,0.102420493,-0.898926036,314,-0.06835484,3599,-0.167279849,474,0.116006066,-0.087249354,0,Low,0.041896574,Intermediate,0.80506421,Low,6.667699104,32,13.71268069,46.16408519
Abyan,2018,February,76,2/19/18,2/25/18,NA,584852,16943,34.51879832,3.541504054,1.6775,-0.860680346,-0.203545147,-0.796955146,23.8,-0.053968752,0.100095772,-0.929991807,314,-0.06835484,3599,-0.167279849,474,0.116006066,-0.087249354,0,Low,0.041896574,Intermediate,0.80506421,Low,6.667699104,32,13.71268069,46.16408519
Abyan,2018,February,77,2/26/18,3/4/18,0,585123,16943,34.53479313,3.541967312,1.6775,-0.860680346,-0.187485595,-0.467256958,23.8,-0.053968752,0.096996144,-0.971412835,314,-0.06835484,3599,-0.167279849,474,0.116006066,-0.087249354,0,Low,0.041896574,Intermediate,0.80506421,Low,6.667699104,32,13.71268069,46.16408519
Abyan,2018,March,78,3/5/18,3/11/18,0,585394,16943,34.55078794,3.542430356,3.825,-0.40212341,-0.167300947,-0.052871683,24.76,0.151387234,0.097262714,-0.9678506,325,0.030491355,4013,0.246865847,483,0.199131432,0.258419831,0,Low,0.043773801,Intermediate,0.827715328,Low,6.966453479,33,13.71268069,46.16408519
Abyan,2018,March,79,3/12/18,3/18/18,0,585662,16943,34.56660568,3.542888062,3.825,-0.40212341,-0.204656521,-0.819771349,24.76,0.151387234,0.098862132,-0.946477217,325,0.030491355,4013,0.246865847,483,0.199131432,0.258419831,0,Low,0.043773801,Intermediate,0.827715328,Low,6.966453479,33,13.71268069,46.16408519
